SalesLineID,OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPriceGBP,UnitCostGBP,DiscountPct,OrderStatus,SalesChannel
371,500219,2024-06-08,1,11,2,16.46,7.08,0.03,Completed,Online
372,500240,2024-06-08,56,1,1,743.49,546.19,0,Completed,Retail Store
373,500240,2024-06-08,56,6,1,119.61,71.97,0,Completed,Retail Store
374,500250,2024-06-08,25,10,1,12.48,4.95,0,Completed,Online
375,500226,2024-06-09,40,11,1,16.3,6.98,0,Completed,Online
376,500223,2024-06-10,49,5,1,82.14,37.02,0.03,Completed,Marketplace
377,500223,2024-06-10,49,1,1,751.3,549.15,0,Completed,Marketplace
378,500228,2024-06-10,50,9,1,47.09,18.81,0.1,Completed,Retail Store
379,500228,2024-06-10,50,2,1,226.24,152.17,0,Completed,Retail Store
380,500228,2024-06-10,50,10,3,11.86,5.0,0,Completed,Retail Store
381,500245,2024-06-11,62,12,1,24.69,11.18,0.03,Completed,Retail Store
382,500245,2024-06-11,62,11,1,16.15,6.97,0,Completed,Retail Store
383,500215,2024-06-12,65,10,1,11.92,5.09,0.05,Completed,Online
384,500215,2024-06-12,65,11,1,15.67,7.0,0,Completed,Online
385,500229,2024-06-12,33,2,1,234.13,153.97,0,Completed,Retail Store
386,500252,2024-06-12,21,2,2,230.82,152.12,0.1,Completed,Retail Store
387,500264,2024-06-12,1,2,2,232.94,151.57,0,Completed,Retail Store
388,500264,2024-06-12,1,1,1,737.6,552.69,0.03,Completed,Retail Store
389,500264,2024-06-12,1,12,3,23.43,10.86,0.05,Completed,Retail Store
390,500246,2024-06-14,54,2,1,236.24,152.86,0,Completed,Online
391,500246,2024-06-14,54,11,1,15.8,7.11,0,Completed,Online
392,500212,2024-06-15,45,2,3,233.22,151.39,0,Completed,Online
393,500212,2024-06-15,45,3,3,333.2,237.8,0,Completed,Online
394,500251,2024-06-15,40,9,1,48.0,19.32,0,Completed,Retail Store
395,500251,2024-06-15,40,1,1,734.05,547.07,0,Completed,Retail Store
396,500251,2024-06-15,40,7,1,362.01,237.13,0,Completed,Retail Store
397,500225,2024-06-17,60,1,1,711.13,536.34,0,Completed,Online
398,500224,2024-06-18,50,8,2,260.7,157.21,0,Completed,Online
399,500224,2024-06-18,50,9,1,47.63,19.0,0,Completed,Online
400,500236,2024-06-18,65,10,1,12.07,4.97,0,Completed,Online
401,500239,2024-06-18,30,10,1,12.1,5.07,0,Completed,Online
402,500239,2024-06-18,30,8,1,259.75,155.86,0,Completed,Online
403,500258,2024-06-18,59,1,3,728.95,544.59,0,Completed,Online
404,500258,2024-06-18,59,5,2,78.59,37.72,0,Completed,Online
405,500265,2024-06-18,28,11,1,16.35,7.06,0.1,Completed,Online
406,500265,2024-06-18,28,10,1,11.95,5.0,0,Completed,Online
407,500265,2024-06-18,28,3,2,336.67,241.69,0,Completed,Online
408,500262,2024-06-19,12,4,1,26.77,11.06,0,Completed,Online
409,500217,2024-06-20,61,6,1,116.23,70.04,0.1,Completed,Online
410,500217,2024-06-20,61,3,1,327.74,240.48,0,Completed,Online
411,500232,2024-06-21,3,8,1,267.21,158.24,0.03,Completed,Marketplace
412,500232,2024-06-21,3,10,1,11.96,5.0,0,Completed,Marketplace
413,500218,2024-06-22,49,12,1,23.83,10.95,0,Completed,Online
414,500221,2024-06-22,47,8,1,262.31,156.68,0.1,Completed,Retail Store
415,500221,2024-06-22,47,7,1,373.4,235.5,0.03,Completed,Retail Store
416,500248,2024-06-22,25,5,1,78.69,37.47,0,Completed,Online
417,500227,2024-06-23,45,5,2,79.95,37.7,0,Completed,Online
418,500243,2024-06-23,34,8,1,263.4,157.64,0,Completed,Online
419,500243,2024-06-23,34,7,2,360.92,238.89,0,Completed,Online
420,500243,2024-06-23,34,10,1,11.86,5.06,0,Completed,Online
421,500266,2024-06-23,33,10,1,12.38,5.01,0,Completed,Retail Store
422,500266,2024-06-23,33,5,1,79.46,37.4,0,Completed,Retail Store
423,500222,2024-06-24,64,3,1,341.76,239.68,0.03,Completed,Online
424,500222,2024-06-24,64,5,1,82.06,36.97,0.03,Completed,Online
425,500242,2024-06-24,37,9,3,47.04,18.99,0,Completed,Online
426,500242,2024-06-24,37,5,1,80.34,36.61,0.03,Completed,Online
427,500242,2024-06-24,37,12,2,24.69,11.15,0,Completed,Online
428,500237,2024-06-25,27,3,1,343.58,242.73,0,Completed,Marketplace
429,500237,2024-06-25,27,6,1,119.12,70.58,0.03,Completed,Marketplace
430,500238,2024-06-25,30,10,4,12.15,5.01,0.1,Completed,Retail Store
431,500233,2024-06-26,1,11,1,15.75,6.93,0.03,Completed,Online
432,500233,2024-06-26,1,4,2,26.97,11.19,0,Completed,Online
433,500213,2024-06-27,46,4,1,26.78,11.17,0,Completed,Online
434,500220,2024-06-27,42,5,2,79.58,37.41,0.05,Completed,Retail Store
435,500231,2024-06-27,64,2,3,233.0,152.18,0,Completed,Online
436,500231,2024-06-27,64,7,1,372.22,236.69,0,Completed,Online
437,500231,2024-06-27,64,8,1,262.29,156.53,0,Completed,Online
438,500253,2024-06-28,36,4,1,26.96,11.12,0.1,Completed,Marketplace
439,500260,2024-06-28,5,1,1,749.56,538.9,0.05,Completed,Online
440,500247,2024-06-29,53,11,1,15.62,6.95,0,Completed,Marketplace
441,500261,2024-06-29,63,9,1,48.56,18.72,0.05,Completed,Online
442,500271,2024-07-02,50,3,1,325.76,239.58,0,Completed,Online
443,500271,2024-07-02,50,4,1,26.96,11.16,0,Completed,Online
444,500275,2024-07-02,20,2,1,236.06,151.26,0.05,Completed,Retail Store
445,500286,2024-07-02,65,9,2,48.19,19.15,0.03,Completed,Online
446,500288,2024-07-02,3,7,1,372.99,234.95,0.1,Completed,Marketplace
447,500288,2024-07-02,3,1,2,729.7,553.56,0,Completed,Marketplace
448,500321,2024-07-02,35,10,2,12.15,5.03,0.05,Completed,Retail Store
449,500305,2024-07-03,50,11,3,16.72,7.1,0,Completed,Retail Store
450,500305,2024-07-03,50,12,1,23.89,10.93,0,Completed,Retail Store
451,500292,2024-07-05,62,8,1,263.31,154.95,0,Completed,Marketplace
452,500292,2024-07-05,62,9,1,47.66,19.21,0,Completed,Marketplace
453,500292,2024-07-05,62,4,1,26.37,11.0,0.05,Completed,Marketplace
454,500322,2024-07-06,19,6,2,124.11,71.65,0,Completed,Online
455,500324,2024-07-06,5,11,1,16.67,7.09,0,Completed,Retail Store
456,500324,2024-07-06,5,2,3,223.8,154.71,0.05,Completed,Retail Store
457,500324,2024-07-06,5,6,2,122.08,71.94,0,Completed,Retail Store
458,500287,2024-07-08,43,1,3,739.8,551.47,0,Completed,Online
459,500287,2024-07-08,43,10,2,12.33,5.08,0.05,Completed,Online
460,500296,2024-07-08,37,3,1,331.54,237.12,0.05,Completed,Online
461,500297,2024-07-08,56,8,1,266.3,154.63,0,Completed,Retail Store
462,500320,2024-07-09,32,9,2,47.73,19.3,0.05,Completed,Marketplace
463,500311,2024-07-10,46,3,3,336.49,234.83,0,Completed,Marketplace
464,500311,2024-07-10,46,12,2,23.53,11.21,0,Completed,Marketplace
465,500314,2024-07-10,23,2,1,238.28,153.54,0,Cancelled,Online
466,500323,2024-07-10,14,5,2,78.0,37.69,0,Completed,Online
467,500267,2024-07-12,47,6,2,123.02,70.66,0.05,Completed,Online
468,500268,2024-07-12,14,1,2,733.99,550.25,0.03,Completed,Retail Store
469,500268,2024-07-12,14,9,1,50.09,19.14,0,Completed,Retail Store
470,500272,2024-07-12,63,9,1,48.2,19.3,0,Completed,Online
471,500272,2024-07-12,63,5,2,81.27,36.58,0.1,Completed,Online
472,500274,2024-07-12,18,12,2,24.44,10.87,0.05,Completed,Online
473,500274,2024-07-12,18,11,1,16.31,6.9,0.1,Completed,Online
474,500274,2024-07-12,18,6,1,120.8,72.27,0.05,Completed,Online
475,500277,2024-07-12,42,9,1,49.13,19.03,0.05,Completed,Marketplace
476,500277,2024-07-12,42,11,2,16.29,7.03,0.03,Completed,Marketplace
477,500298,2024-07-13,64,4,1,26.67,10.93,0,Completed,Retail Store
478,500312,2024-07-13,19,4,2,26.39,11.12,0,Completed,Online
479,500312,2024-07-13,19,11,2,15.74,6.91,0,Completed,Online
480,500294,2024-07-14,38,4,1,26.82,11.03,0,Completed,Marketplace
481,500294,2024-07-14,38,2,2,225.6,152.8,0.1,Completed,Marketplace
482,500280,2024-07-15,39,7,1,368.54,233.47,0,Completed,Online
483,500304,2024-07-15,17,7,1,377.15,238.49,0.03,Completed,Online
484,500304,2024-07-15,17,1,1,729.9,537.12,0,Completed,Online
485,500315,2024-07-15,13,2,4,231.19,153.76,0,Completed,Marketplace
486,500315,2024-07-15,13,5,1,78.16,37.72,0.05,Completed,Marketplace
487,500315,2024-07-15,13,11,2,16.66,7.04,0,Completed,Marketplace
488,500308,2024-07-16,25,3,1,343.27,238.14,0,Completed,Online
489,500308,2024-07-16,25,11,1,16.35,6.99,0.03,Completed,Online
490,500318,2024-07-16,10,12,4,23.86,11.06,0,Completed,Marketplace
491,500307,2024-07-18,59,10,1,12.2,5.06,0,Completed,Online
492,500276,2024-07-19,23,4,1,27.17,11.17,0.05,Completed,Marketplace
493,500283,2024-07-19,51,3,2,332.02,239.76,0.1,Completed,Marketplace
494,500283,2024-07-19,51,2,1,223.33,153.96,0.05,Completed,Marketplace
495,500299,2024-07-19,42,12,2,23.61,11.22,0.1,Completed,Retail Store
496,500313,2024-07-19,50,11,1,16.5,7.13,0,Completed,Online
497,500313,2024-07-19,50,10,1,12.39,5.05,0.1,Completed,Online
498,500278,2024-07-20,28,7,1,366.82,239.11,0,Completed,Online
499,500278,2024-07-20,28,8,1,268.76,158.44,0,Completed,Online
500,500278,2024-07-20,28,10,2,12.32,5.07,0,Completed,Online
501,500290,2024-07-20,44,3,1,332.81,241.0,0.05,Completed,Retail Store
502,500300,2024-07-21,45,1,1,740.77,548.13,0.1,Completed,Marketplace
503,500303,2024-07-21,31,2,1,232.92,152.59,0,Completed,Online
504,500281,2024-07-22,59,9,1,49.65,19.22,0.1,Completed,Online
505,500289,2024-07-22,61,1,1,743.85,540.19,0,Completed,Retail Store
506,500293,2024-07-22,51,2,1,236.78,154.07,0,Completed,Online
507,500293,2024-07-22,51,9,3,49.36,19.24,0,Completed,Online
508,500284,2024-07-23,62,12,1,23.86,11.14,0.05,Completed,Online
509,500291,2024-07-23,26,4,1,27.88,10.98,0.1,Cancelled,Online
510,500291,2024-07-23,26,1,1,744.09,542.89,0,Cancelled,Online
511,500291,2024-07-23,26,5,2,80.96,36.82,0.1,Cancelled,Online
512,500273,2024-07-24,5,5,1,80.08,37.06,0,Completed,Retail Store
513,500273,2024-07-24,5,7,1,373.77,236.22,0.03,Completed,Retail Store
514,500285,2024-07-24,2,12,1,24.06,10.98,0.15,Completed,Retail Store
515,500285,2024-07-24,2,9,2,48.13,18.91,0,Completed,Retail Store
516,500295,2024-07-26,45,5,2,81.75,37.09,0,Completed,Retail Store
517,500295,2024-07-26,45,2,1,228.84,152.48,0.03,Completed,Retail Store
518,500295,2024-07-26,45,11,3,16.21,6.97,0.05,Completed,Retail Store
519,500306,2024-07-26,8,10,1,12.15,4.93,0,Completed,Online
520,500316,2024-07-26,31,1,1,740.05,553.21,0,Completed,Online
521,500316,2024-07-26,31,5,2,78.84,36.91,0,Completed,Online
522,500282,2024-07-27,48,2,1,227.68,152.15,0,Cancelled,Retail Store
523,500317,2024-07-27,61,8,1,263.73,154.7,0,Completed,Retail Store
524,500317,2024-07-27,61,11,3,16.36,6.9,0,Completed,Retail Store
525,500279,2024-07-28,54,6,1,123.88,70.94,0,Completed,Retail Store
526,500279,2024-07-28,54,3,2,321.15,235.58,0.05,Completed,Retail Store
527,500302,2024-07-28,16,9,2,47.62,18.92,0,Completed,Online
528,500302,2024-07-28,16,8,1,259.16,159.1,0,Completed,Online
529,500302,2024-07-28,16,11,1,15.95,6.91,0.05,Completed,Online
530,500309,2024-07-29,12,8,1,270.39,157.33,0.03,Completed,Marketplace
531,500309,2024-07-29,12,5,2,81.85,36.65,0.15,Completed,Marketplace
532,500319,2024-07-29,48,12,3,24.67,11.15,0.05,Completed,Retail Store
533,500270,2024-07-30,26,9,2,47.09,19.27,0.1,Completed,Online
534,500301,2024-07-30,50,7,1,377.76,231.51,0.03,Completed,Online
535,500301,2024-07-30,50,5,2,77.17,37.24,0.1,Completed,Online
536,500310,2024-07-30,12,3,2,324.72,238.73,0,Completed,Online
537,500310,2024-07-30,12,4,2,27.75,10.88,0,Completed,Online
538,500310,2024-07-30,12,9,2,49.72,18.98,0.03,Completed,Online
539,500269,2024-07-31,34,2,1,229.53,153.86,0,Completed,Online
540,500269,2024-07-31,34,7,1,366.79,234.24,0,Completed,Online
541,500328,2024-08-01,56,11,2,16.38,7.13,0.1,Completed,Retail Store
542,500330,2024-08-01,7,6,1,119.08,71.28,0,Completed,Online
543,500330,2024-08-01,7,4,1,26.47,10.98,0,Completed,Online
544,500325,2024-08-02,8,9,2,49.27,19.13,0,Completed,Retail Store
545,500327,2024-08-02,51,5,2,81.64,36.57,0.03,Completed,Online
546,500327,2024-08-02,51,3,1,327.47,239.68,0,Completed,Online
547,500333,2024-08-02,22,10,1,11.85,4.94,0.05,Completed,Retail Store
548,500333,2024-08-02,22,9,1,47.73,18.79,0,Completed,Retail Store
549,500344,2024-08-06,61,12,2,23.68,11.17,0.1,Completed,Marketplace
550,500344,2024-08-06,61,10,1,12.28,5.05,0.15,Completed,Marketplace
551,500355,2024-08-06,7,10,2,12.27,5.05,0,Completed,Marketplace
552,500362,2024-08-06,59,9,1,49.19,19.2,0,Completed,Retail Store
553,500365,2024-08-07,18,9,1,47.25,18.81,0.1,Completed,Online
554,500347,2024-08-09,2,10,2,11.79,4.99,0,Completed,Retail Store
555,500347,2024-08-09,2,6,3,120.93,70.43,0.1,Completed,Retail Store
556,500349,2024-08-11,59,2,2,234.61,153.66,0,Completed,Online
557,500349,2024-08-11,59,8,1,253.04,157.62,0.15,Completed,Online
558,500334,2024-08-12,19,3,2,342.61,242.37,0.1,Completed,Online
559,500334,2024-08-12,19,1,1,757.96,551.86,0.03,Completed,Online
560,500334,2024-08-12,19,12,1,23.52,11.16,0,Completed,Online
561,500353,2024-08-12,39,11,1,15.66,6.9,0.1,Completed,Online
562,500353,2024-08-12,39,1,1,742.27,541.56,0.1,Completed,Online
563,500335,2024-08-13,33,5,1,81.51,37.09,0.1,Completed,Online
564,500335,2024-08-13,33,2,1,238.44,150.93,0,Completed,Online
565,500326,2024-08-14,46,9,2,47.49,19.18,0.1,Completed,Retail Store
566,500326,2024-08-14,46,7,1,370.76,233.42,0.05,Completed,Retail Store
567,500354,2024-08-14,42,7,3,374.61,238.94,0.15,Completed,Online
568,500360,2024-08-14,35,10,3,11.71,5.04,0,Completed,Marketplace
569,500360,2024-08-14,35,6,1,117.42,70.53,0,Completed,Marketplace
570,500361,2024-08-15,12,2,2,230.53,155.18,0,Completed,Online
571,500342,2024-08-16,24,4,1,28.08,11.1,0,Completed,Online
572,500348,2024-08-16,26,5,2,78.69,36.83,0,Completed,Online
573,500348,2024-08-16,26,9,1,47.51,18.78,0.1,Completed,Online
574,500339,2024-08-17,48,1,1,728.48,551.47,0.05,Completed,Online
575,500340,2024-08-17,50,11,3,15.88,6.91,0,Completed,Online
576,500345,2024-08-17,5,5,1,77.39,37.03,0,Completed,Retail Store
577,500345,2024-08-17,5,9,1,48.69,19.13,0,Completed,Retail Store
578,500350,2024-08-18,25,9,1,49.97,19.17,0,Completed,Online
579,500350,2024-08-18,25,4,1,26.34,11.04,0.15,Completed,Online
580,500350,2024-08-18,25,2,1,236.82,155.49,0.1,Completed,Online
581,500352,2024-08-18,22,3,1,330.95,242.44,0.03,Completed,Marketplace
582,500359,2024-08-18,56,5,2,78.61,37.44,0,Completed,Marketplace
583,500359,2024-08-18,56,8,1,252.69,157.47,0.15,Completed,Marketplace
584,500341,2024-08-19,38,8,3,264.04,154.46,0.03,Completed,Retail Store
585,500356,2024-08-21,20,8,1,266.97,158.59,0,Completed,Retail Store
586,500363,2024-08-21,51,8,1,264.48,156.27,0.05,Completed,Online
587,500331,2024-08-22,57,3,1,328.62,240.86,0,Completed,Retail Store
588,500331,2024-08-22,57,8,1,265.07,154.55,0,Completed,Retail Store
589,500346,2024-08-23,15,5,1,80.0,36.51,0,Completed,Marketplace
590,500346,2024-08-23,15,7,2,364.95,236.94,0.03,Completed,Marketplace
591,500332,2024-08-24,55,6,1,124.0,71.35,0,Completed,Retail Store
592,500332,2024-08-24,55,7,1,360.11,236.79,0,Completed,Retail Store
593,500337,2024-08-24,36,7,1,375.46,233.07,0.1,Completed,Online
594,500343,2024-08-26,17,11,2,16.02,6.98,0,Completed,Retail Store
595,500343,2024-08-26,17,12,1,23.87,11.06,0,Completed,Retail Store
596,500338,2024-08-29,29,4,1,27.73,10.9,0.03,Completed,Retail Store
597,500338,2024-08-29,29,12,2,24.95,11.12,0.03,Completed,Retail Store
598,500351,2024-08-29,18,2,1,229.45,153.54,0,Completed,Retail Store
599,500364,2024-08-29,16,1,2,756.27,549.47,0,Completed,Retail Store
600,500364,2024-08-29,16,7,2,371.87,232.21,0.03,Completed,Retail Store
601,500357,2024-08-30,7,4,2,26.43,10.98,0,Completed,Online
602,500329,2024-08-31,34,1,2,742.18,551.54,0,Completed,Online
603,500329,2024-08-31,34,8,1,259.56,155.42,0,Completed,Online
604,500329,2024-08-31,34,2,1,230.57,153.53,0,Completed,Online
605,500336,2024-08-31,51,8,2,255.5,155.54,0,Completed,Online
606,500358,2024-08-31,34,10,1,11.95,5.06,0.05,Completed,Retail Store
607,500379,2024-09-01,31,9,2,48.04,19.18,0.15,Completed,Retail Store
608,500394,2024-09-01,25,2,1,232.15,152.58,0.03,Completed,Marketplace
609,500387,2024-09-02,51,6,1,123.21,70.43,0,Completed,Online
610,500404,2024-09-02,37,2,1,234.14,152.07,0,Completed,Marketplace
611,500391,2024-09-06,54,7,1,377.82,234.32,0.03,Completed,Online
612,500391,2024-09-06,54,5,1,78.33,37.15,0,Completed,Online
613,500391,2024-09-06,54,9,1,49.71,19.12,0.1,Completed,Online
614,500398,2024-09-06,14,10,1,12.4,5.1,0.1,Completed,Online
615,500398,2024-09-06,14,5,1,81.26,36.87,0,Completed,Online
616,500374,2024-09-10,56,9,3,49.05,19.06,0,Completed,Online
617,500374,2024-09-10,56,2,3,234.67,151.26,0.05,Completed,Online
618,500377,2024-09-10,31,5,2,80.94,36.55,0.05,Completed,Marketplace
619,500369,2024-09-11,2,9,2,47.58,18.77,0,Completed,Marketplace
620,500369,2024-09-11,2,8,1,260.91,158.58,0,Completed,Marketplace
621,500382,2024-09-12,11,9,1,49.24,19.33,0.05,Completed,Retail Store
622,500388,2024-09-13,38,7,1,381.35,234.33,0,Completed,Retail Store
623,500390,2024-09-14,62,11,1,15.86,7.01,0,Completed,Retail Store
624,500393,2024-09-14,6,9,1,47.63,19.3,0,Completed,Retail Store
625,500393,2024-09-14,6,1,1,713.82,535.18,0,Completed,Retail Store
626,500371,2024-09-15,31,9,1,49.49,19.36,0,Completed,Marketplace
627,500373,2024-09-15,43,5,1,77.96,37.3,0.05,Completed,Retail Store
628,500376,2024-09-15,33,6,1,116.98,71.81,0,Completed,Marketplace
629,500376,2024-09-15,33,8,1,260.76,156.41,0.03,Completed,Marketplace
630,500376,2024-09-15,33,2,3,230.86,152.78,0,Completed,Marketplace
631,500367,2024-09-17,14,12,2,24.71,11.14,0,Completed,Online
632,500367,2024-09-17,14,9,2,49.79,19.23,0.03,Completed,Online
633,500370,2024-09-17,7,2,2,236.22,153.12,0,Completed,Retail Store
634,500370,2024-09-17,7,8,1,255.88,156.0,0,Completed,Retail Store
635,500381,2024-09-17,25,11,1,16.51,7.03,0.1,Completed,Online
636,500385,2024-09-17,37,9,1,49.81,19.1,0,Completed,Marketplace
637,500385,2024-09-17,37,12,1,24.67,11.03,0,Completed,Marketplace
638,500396,2024-09-17,18,5,2,80.12,36.47,0.1,Completed,Retail Store
639,500397,2024-09-17,6,1,1,742.11,543.65,0.03,Cancelled,Online
640,500386,2024-09-18,41,5,1,78.17,37.7,0.03,Completed,Online
641,500403,2024-09-18,63,5,1,79.27,36.78,0.15,Completed,Online
642,500403,2024-09-18,63,12,1,24.05,10.86,0,Completed,Online
643,500406,2024-09-18,65,5,1,78.62,36.55,0.03,Completed,Retail Store
644,500406,2024-09-18,65,10,1,12.13,5.02,0.05,Completed,Retail Store
645,500399,2024-09-20,32,4,1,26.36,11.13,0.05,Completed,Retail Store
646,500405,2024-09-21,4,8,4,256.9,158.19,0,Completed,Online
647,500389,2024-09-22,35,3,1,343.22,240.28,0.05,Completed,Online
648,500389,2024-09-22,35,7,1,367.65,235.62,0.05,Completed,Online
649,500392,2024-09-22,14,5,1,77.46,37.65,0.05,Completed,Marketplace
650,500402,2024-09-22,25,8,2,261.47,157.69,0,Cancelled,Retail Store
651,500402,2024-09-22,25,5,2,79.37,36.59,0,Cancelled,Retail Store
652,500368,2024-09-23,38,12,1,24.93,10.92,0.1,Completed,Retail Store
653,500368,2024-09-23,38,4,1,26.72,10.97,0.03,Completed,Retail Store
654,500368,2024-09-23,38,11,2,16.12,7.07,0.03,Completed,Retail Store
655,500380,2024-09-24,19,3,3,326.04,241.12,0,Completed,Retail Store
656,500380,2024-09-24,19,4,2,26.83,10.84,0.05,Completed,Retail Store
657,500400,2024-09-24,9,9,1,48.66,19.28,0,Cancelled,Online
658,500366,2024-09-27,56,8,1,263.07,157.52,0,Completed,Online
659,500366,2024-09-27,56,10,2,11.95,5.08,0,Completed,Online
660,500372,2024-09-27,64,1,1,754.5,549.72,0.03,Completed,Marketplace
661,500372,2024-09-27,64,11,1,16.29,7.08,0,Completed,Marketplace
662,500375,2024-09-28,26,4,2,27.63,11.11,0,Completed,Online
663,500384,2024-09-29,43,3,2,329.22,237.91,0,Completed,Online
664,500395,2024-09-29,16,10,1,12.12,5.07,0.03,Completed,Retail Store
665,500378,2024-09-30,48,1,1,751.31,548.37,0,Cancelled,Online
666,500383,2024-09-30,53,4,1,26.85,11.06,0,Completed,Retail Store
667,500401,2024-09-30,55,2,1,231.92,154.89,0,Completed,Online
668,500401,2024-09-30,55,9,1,48.11,18.82,0,Completed,Online
669,500401,2024-09-30,55,6,2,117.88,71.15,0.1,Completed,Online
670,500410,2024-10-01,45,6,1,123.31,71.4,0,Completed,Online
671,500411,2024-10-01,19,12,1,23.87,11.17,0,Completed,Online
672,500411,2024-10-01,19,2,1,223.28,151.64,0,Completed,Online
673,500448,2024-10-01,40,9,1,48.44,19.02,0,Completed,Online
674,500446,2024-10-04,23,6,3,116.76,71.66,0.03,Completed,Online
675,500407,2024-10-05,22,7,2,372.73,235.35,0,Completed,Retail Store
676,500407,2024-10-05,22,5,2,80.04,37.17,0,Completed,Retail Store
677,500419,2024-10-05,27,10,1,12.08,4.97,0,Completed,Online
678,500419,2024-10-05,27,8,1,265.78,157.9,0,Completed,Online
679,500419,2024-10-05,27,11,1,16.53,6.99,0,Completed,Online
680,500421,2024-10-05,18,6,1,124.17,70.48,0.05,Completed,Online
681,500417,2024-10-06,17,5,1,80.25,37.57,0.05,Completed,Marketplace
682,500444,2024-10-06,17,7,1,374.29,238.16,0,Completed,Retail Store
683,500444,2024-10-06,17,10,1,12.47,4.96,0.05,Completed,Retail Store
684,500418,2024-10-07,21,8,1,268.48,157.35,0,Completed,Marketplace
685,500418,2024-10-07,21,3,1,322.37,238.03,0.1,Completed,Marketplace
686,500432,2024-10-07,19,8,1,260.83,157.18,0,Completed,Retail Store
687,500442,2024-10-07,26,2,1,226.71,152.03,0.05,Completed,Marketplace
688,500443,2024-10-07,12,11,1,16.22,7.1,0,Completed,Online
689,500443,2024-10-07,12,1,2,715.35,551.55,0.03,Completed,Online
690,500440,2024-10-08,21,7,1,370.44,236.09,0.03,Completed,Retail Store
691,500440,2024-10-08,21,4,1,26.74,10.97,0,Completed,Retail Store
692,500425,2024-10-10,65,4,2,27.41,10.88,0,Completed,Online
693,500409,2024-10-11,34,7,1,372.12,234.9,0,Completed,Online
694,500429,2024-10-11,29,7,1,361.19,238.46,0.05,Cancelled,Marketplace
695,500429,2024-10-11,29,11,1,15.91,6.92,0.05,Cancelled,Marketplace
696,500449,2024-10-11,34,9,3,48.66,18.78,0.03,Completed,Online
697,500449,2024-10-11,34,12,3,23.97,10.88,0,Completed,Online
698,500416,2024-10-12,35,2,1,230.41,152.46,0,Completed,Online
699,500416,2024-10-12,35,11,3,16.11,6.91,0.1,Completed,Online
700,500413,2024-10-13,57,12,1,24.45,11.2,0,Completed,Online
701,500424,2024-10-14,1,5,1,82.15,37.43,0,Cancelled,Online
702,500424,2024-10-14,1,6,1,121.19,70.16,0,Cancelled,Online
703,500427,2024-10-15,4,10,2,11.82,5.04,0,Completed,Online
704,500427,2024-10-15,4,11,2,15.88,7.07,0,Completed,Online
705,500433,2024-10-15,4,5,1,79.46,37.55,0.05,Completed,Retail Store
706,500408,2024-10-19,47,5,2,79.99,37.02,0,Cancelled,Retail Store
707,500408,2024-10-19,47,11,1,15.6,7.01,0,Cancelled,Retail Store
708,500414,2024-10-20,1,2,1,227.78,155.05,0.05,Completed,Retail Store
709,500423,2024-10-20,51,10,2,12.51,4.98,0.03,Completed,Online
710,500450,2024-10-21,53,1,1,739.71,539.16,0,Completed,Online
711,500450,2024-10-21,53,2,1,230.43,155.07,0,Completed,Online
712,500437,2024-10-22,47,10,2,11.75,4.94,0,Completed,Retail Store
713,500445,2024-10-22,46,11,2,15.8,6.97,0,Completed,Online
714,500445,2024-10-22,46,1,1,727.93,550.94,0,Completed,Online
715,500412,2024-10-23,4,7,2,374.45,235.83,0,Completed,Marketplace
716,500412,2024-10-23,4,10,1,12.43,4.93,0,Completed,Marketplace
717,500431,2024-10-23,42,1,2,733.04,541.31,0.05,Completed,Marketplace
718,500434,2024-10-23,52,1,2,753.7,546.0,0.05,Completed,Marketplace
719,500434,2024-10-23,52,12,1,24.27,10.86,0,Completed,Marketplace
720,500430,2024-10-24,34,8,1,264.4,156.94,0,Completed,Online
721,500436,2024-10-25,43,4,1,26.51,11.18,0,Cancelled,Online
722,500436,2024-10-25,43,10,1,12.46,4.97,0.05,Cancelled,Online
723,500439,2024-10-25,60,12,2,24.96,11.13,0,Completed,Marketplace
724,500439,2024-10-25,60,5,1,81.4,37.41,0.03,Completed,Marketplace
725,500422,2024-10-26,33,3,3,330.37,236.37,0.1,Completed,Marketplace
726,500435,2024-10-26,58,10,1,11.78,5.09,0,Completed,Online
727,500415,2024-10-28,34,4,2,27.43,10.95,0.1,Completed,Retail Store
728,500415,2024-10-28,34,2,1,236.63,152.07,0,Completed,Retail Store
729,500415,2024-10-28,34,10,2,12.49,5.07,0,Completed,Retail Store
730,500420,2024-10-29,61,10,2,12.02,4.99,0.05,Completed,Online
731,500420,2024-10-29,61,2,1,231.85,154.87,0,Completed,Online
732,500441,2024-10-29,25,8,1,254.07,154.96,0.05,Completed,Online
733,500441,2024-10-29,25,1,1,721.48,536.02,0,Completed,Online
734,500438,2024-10-30,18,1,1,735.81,540.45,0.03,Cancelled,Retail Store
735,500438,2024-10-30,18,3,1,339.84,241.8,0,Cancelled,Retail Store
736,500426,2024-10-31,19,3,1,324.4,241.2,0.03,Completed,Online
737,500426,2024-10-31,19,9,1,48.29,19.08,0.03,Completed,Online
738,500426,2024-10-31,19,8,1,252.71,158.23,0.03,Completed,Online
739,500428,2024-10-31,46,4,2,28.12,11.02,0,Completed,Retail Store
740,500447,2024-10-31,39,11,2,16.17,7.05,0,Completed,Retail Store
741,500452,2024-11-03,56,2,1,229.83,155.8,0,Completed,Retail Store
742,500452,2024-11-03,56,9,2,48.08,18.81,0,Completed,Retail Store
